customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,AvgMonthlySpend,NumServices,HighRiskContract,AutoPayment,FiberOpticUser,FamilyCustomer,SeniorHighCharges,LongTermCustomer,ServiceValueScore
4580-TMHJU,Female,0,1,1,43,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,56.15,2499.3,1,2-4 Years,58.12325581395349,1,1,0,0,1,0.0,1,0.017809439002671415
0970-ETWGE,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,89.55,89.55,1,0-1 Year,89.55,2,1,0,1,0,0.0,0,0.02233389168062535
4908-XAXAY,Female,1,0,0,49,1,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,1,Bank transfer (automatic),89.85,4287.2,0,4-6 Years,87.4938775510204,3,0,1,1,0,89.85,1,0.033388981636060105
8404-VLQFB,Female,0,1,1,15,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,25.25,394.85,0,1-2 Years,26.32333333333333,1,1,0,0,1,0.0,0,0.039603960396039604
1626-ERCMM,Male,1,1,0,20,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.55,1899.65,1,1-2 Years,94.9825,3,1,0,1,1,94.55,0,0.03172924378635643
0887-HJGAR,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.7,45.7,1,0-1 Year,45.7,0,1,0,0,0,0.0,0,0.0
2391-IPLOP,Male,0,1,1,50,1,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,1,Electronic check,69.65,3442.15,0,4-6 Years,68.843,4,0,0,0,1,0.0,1,0.057430007178750894
5644-PDMZC,Female,1,0,0,2,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,89.5,161.5,1,0-1 Year,80.75,3,1,0,1,0,89.5,0,0.0335195530726257
3509-GWQGF,Male,1,0,0,24,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),70.0,1732.6,0,1-2 Years,72.19166666666666,0,1,1,1,0,70.0,1,0.0
9576-ANLXO,Female,0,0,0,3,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),69.55,222.3,1,0-1 Year,74.10000000000001,0,1,1,1,0,0.0,0,0.0
2024-BASKD,Female,0,0,0,1,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,74.6,74.6,1,0-1 Year,74.6,1,1,0,1,0,0.0,0,0.013404825737265416
5845-BZZIB,Male,0,1,1,35,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.1,655.3,0,2-4 Years,18.72285714285714,0,0,0,0,1,0.0,1,0.0
1140-UKVZG,Female,0,0,0,17,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,24.8,475.25,0,1-2 Years,27.955882352941178,1,1,0,0,0,0.0,0,0.04032258064516129
4160-AMJTL,Female,1,0,0,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.65,164.3,1,0-1 Year,20.5375,0,1,0,0,0,19.65,0,0.0
5183-SNMJQ,Male,0,0,0,10,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),95.1,865.1,0,0-1 Year,86.51,3,1,1,1,0,0.0,0,0.03154574132492114
8100-PNJMH,Male,0,1,1,68,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),88.85,6132.7,0,4-6 Years,90.18676470588235,7,0,1,0,1,0.0,1,0.07878446820483963
7838-LAZFO,Male,0,1,0,45,1,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),78.8,3597.5,0,2-4 Years,79.94444444444444,5,0,1,0,1,0.0,1,0.06345177664974619
4464-JCOLN,Male,0,1,1,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.85,35.9,1,0-1 Year,17.95,0,0,0,0,1,0.0,0,0.0
2085-JVGAD,Male,0,1,0,37,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.35,697.65,0,2-4 Years,18.855405405405406,0,1,1,0,1,0.0,1,0.0
5650-VDUDS,Female,0,0,0,4,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,24.25,96.05,1,0-1 Year,24.0125,0,1,0,0,0,0.0,0,0.0
8095-WANWK,Female,0,0,0,10,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.25,428.7,0,0-1 Year,42.87,0,1,0,0,0,0.0,0,0.0
3030-ZKIWL,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,20.05,0,0-1 Year,20.05,0,1,0,0,0,0.0,0,0.0
9565-FLVCG,Male,0,1,1,65,1,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,1,Mailed check,69.55,4459.15,0,4-6 Years,68.60230769230769,4,0,0,0,1,0.0,1,0.05751258087706686
8755-OGKNA,Female,0,1,1,57,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.5,1167.6,0,4-6 Years,20.48421052631579,0,0,1,0,1,0.0,1,0.0
2800-VEQXM,Female,0,0,0,3,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,74.75,238.1,0,0-1 Year,79.36666666666666,1,1,0,1,0,0.0,0,0.013377926421404682
7538-GWHML,Female,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,69.65,145.15,1,0-1 Year,72.575,0,1,0,1,0,0.0,0,0.0
5533-RJFTJ,Male,0,0,0,49,0,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),30.2,1453.1,0,4-6 Years,29.655102040816324,1,1,1,0,0,0.0,1,0.033112582781456956
3859-CVCET,Female,0,0,0,4,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.65,191.05,1,0-1 Year,47.7625,0,1,0,0,0,0.0,0,0.0
0214-JHPFW,Female,0,1,0,70,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),57.8,4039.3,0,4-6 Years,57.70428571428572,5,0,1,0,1,0.0,1,0.08650519031141869
5642-MHDQT,Female,0,1,1,53,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.85,1039.45,0,4-6 Years,19.6122641509434,0,0,1,0,1,0.0,1,0.0
3088-FVYWK,Male,0,1,1,53,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.55,1336.1,0,4-6 Years,25.20943396226415,1,0,1,0,1,0.0,1,0.03913894324853229
3276-HDUEG,Female,0,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,75.05,75.05,1,0-1 Year,75.05,1,1,0,1,0,0.0,0,0.013324450366422385
9092-GDZKO,Male,0,0,0,22,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),24.85,493.4,0,1-2 Years,22.42727272727273,1,1,1,0,0,0.0,0,0.04024144869215292
0823-HSCDJ,Male,1,0,0,52,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,49.15,2550.9,1,4-6 Years,49.05576923076923,3,1,0,0,0,49.15,1,0.061037639877924724
3729-OWRVL,Male,1,0,0,65,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,110.35,7246.15,0,4-6 Years,111.47923076923075,6,0,0,1,0,110.35,1,0.05437245129134572
2324-AALNO,Female,0,0,0,48,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),24.55,1203.95,0,2-4 Years,25.082291666666663,1,0,1,0,0,0.0,1,0.04073319755600815
0822-GAVAP,Female,0,0,0,2,0,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,34.7,62.25,1,0-1 Year,31.125,1,1,0,0,0,0.0,0,0.02881844380403458
5760-IFJOZ,Male,0,0,0,3,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Mailed check,107.95,313.6,0,0-1 Year,104.53333333333336,5,1,0,1,0,0.0,0,0.04631773969430292
2826-UWHIS,Male,0,1,0,45,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),81.4,3775.85,0,2-4 Years,83.90777777777778,2,1,1,1,1,0.0,1,0.02457002457002457
1448-PWKYE,Male,0,1,1,1,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,80.0,80.0,1,0-1 Year,80.0,1,1,0,1,1,0.0,0,0.0125
7501-IWUNG,Female,0,1,1,61,1,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),73.8,4616.05,0,4-6 Years,75.67295081967214,4,0,1,0,1,0.0,1,0.05420054200542006
4957-TREIR,Male,0,0,0,3,1,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),64.4,195.65,0,0-1 Year,65.21666666666667,3,1,1,0,0,0.0,0,0.046583850931677016
7251-LJBQN,Female,1,0,0,40,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),103.75,4188.4,0,2-4 Years,104.71,5,0,1,1,0,103.75,1,0.04819277108433735
8040-MNRTF,Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,71.1,71.1,0,0-1 Year,71.1,0,1,0,1,0,0.0,0,0.0
1536-HBSWP,Female,0,0,0,1,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,49.9,49.9,0,0-1 Year,49.9,1,1,0,0,0,0.0,0,0.02004008016032064
5313-FPXWG,Male,0,0,0,51,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),24.6,1266.4,0,4-6 Years,24.83137254901961,1,0,1,0,0,0.0,1,0.04065040650406504
0067-DKWBL,Male,1,0,0,2,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,49.25,91.1,1,0-1 Year,45.55,1,1,0,0,0,49.25,0,0.02030456852791878
0946-FKYTX,Male,0,0,0,52,0,No phone service,DSL,No,Yes,No,No,No,No,One year,0,Mailed check,30.1,1623.4,0,4-6 Years,31.21923076923077,1,0,0,0,0,0.0,1,0.03322259136212624
5076-YVXCM,Male,0,0,0,51,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),83.4,4149.45,0,4-6 Years,81.36176470588235,2,1,1,1,0,0.0,1,0.023980815347721823
8262-COGGB,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.45,20.45,0,0-1 Year,20.45,0,1,0,0,0,0.0,0,0.0
6663-JOCQO,Male,0,1,1,31,1,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,1,Bank transfer (automatic),75.25,2344.5,0,2-4 Years,75.62903225806451,5,0,1,0,1,0.0,1,0.0664451827242525
9620-QJREV,Male,0,0,1,47,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.55,1013.05,0,2-4 Years,21.554255319148936,0,0,1,0,1,0.0,1,0.0
2276-YDAVZ,Female,0,0,0,3,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),75.1,270.7,1,0-1 Year,90.23333333333332,1,1,1,1,0,0.0,0,0.013315579227696406
2682-KEVRP,Female,1,0,0,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,20.05,417.0,0,1-2 Years,18.954545454545453,0,0,0,0,0,20.05,0,0.0
2480-JZOSN,Female,0,1,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.65,20.65,0,0-1 Year,20.65,0,1,0,0,1,0.0,0,0.0
0078-XZMHT,Male,0,1,0,72,1,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),85.15,6316.2,0,4-6 Years,87.725,6,0,1,0,1,0.0,1,0.07046388725778038
5896-NPFWW,Male,0,1,1,3,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,50.15,168.15,1,0-1 Year,56.05,1,1,0,0,1,0.0,0,0.019940179461615155
9978-HYCIN,Male,1,1,1,47,1,No,Fiber optic,No,Yes,No,No,Yes,No,One year,1,Bank transfer (automatic),84.95,4018.05,0,2-4 Years,85.4904255319149,2,0,1,1,1,84.95,1,0.023543260741612712
8338-QIUNR,Male,0,1,1,72,1,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,1,Credit card (automatic),66.5,4811.6,0,4-6 Years,66.82777777777778,4,0,1,0,1,0.0,1,0.06015037593984962
1525-LNLOJ,Male,0,1,1,66,1,Yes,DSL,No,No,Yes,No,Yes,No,Two year,1,Bank transfer (automatic),63.3,4189.7,0,4-6 Years,63.48030303030303,3,0,1,0,1,0.0,1,0.047393364928909956
9450-TRJUU,Male,0,0,0,35,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,83.15,2848.45,0,2-4 Years,81.38428571428571,2,1,0,1,0,0.0,1,0.02405291641611545
1766-GKNMI,Male,0,0,0,29,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.9,2516.2,0,2-4 Years,86.7655172413793,2,1,0,1,0,0.0,1,0.02355712603062426
6942-LBFDP,Female,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.55,33.6,0,0-1 Year,16.8,0,1,0,0,0,0.0,0,0.0
1456-TWCGB,Male,0,0,0,4,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,49.25,208.45,0,0-1 Year,52.1125,1,1,0,0,0,0.0,0,0.02030456852791878
7133-VBDCG,Female,0,0,0,25,1,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),79.85,2015.35,1,2-4 Years,80.61399999999999,2,1,1,1,0,0.0,1,0.025046963055729496
7596-ZYWBB,Female,0,0,0,65,1,No,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Mailed check,59.6,3739.8,0,4-6 Years,57.535384615384615,3,0,0,0,0,0.0,1,0.050335570469798654
8329-UTMVM,Male,1,0,0,27,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),104.65,2964.0,0,2-4 Years,109.77777777777776,5,0,1,1,0,104.65,1,0.047778308647873864
3014-WJKSM,Male,0,1,0,29,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),75.3,2263.4,0,2-4 Years,78.04827586206896,1,1,1,1,1,0.0,1,0.013280212483399735
3347-YJZZE,Male,0,1,1,29,1,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Credit card (automatic),80.1,2211.8,0,2-4 Years,76.26896551724138,5,1,1,0,1,0.0,1,0.06242197253433209
1029-QFBEN,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.55,19.55,1,0-1 Year,19.55,0,1,0,0,0,0.0,0,0.0
7929-DMBCV,Female,0,1,0,20,1,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Mailed check,81.0,1683.7,0,1-2 Years,84.185,2,1,0,1,1,0.0,0,0.024691358024691357
9661-JALZV,Female,0,0,0,58,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),24.7,1519.0,0,4-6 Years,26.189655172413797,1,0,1,0,0,0.0,1,0.04048582995951417
5433-KYGHE,Female,0,0,1,14,1,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,1,Mailed check,86.0,1164.05,0,1-2 Years,83.14642857142857,3,1,0,1,1,0.0,0,0.03488372093023256
4312-KFRXN,Male,0,1,0,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.4,1710.9,0,4-6 Years,23.762500000000003,1,0,0,0,1,0.0,1,0.03937007874015748
5575-TPIZQ,Male,0,0,0,46,1,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),89.15,4245.55,0,2-4 Years,92.29456521739132,3,1,1,1,0,0.0,1,0.03365114974761638
0114-IGABW,Female,0,1,0,71,0,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),58.25,4145.9,0,4-6 Years,58.39295774647887,5,0,1,0,1,0.0,1,0.08583690987124463
9944-AEXBM,Male,0,0,0,32,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),85.65,2664.3,0,2-4 Years,83.259375,2,1,1,1,0,0.0,1,0.023350846468184472
1853-ARAAQ,Female,0,0,0,26,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),50.35,1277.5,0,2-4 Years,49.13461538461539,3,1,1,0,0,0.0,1,0.05958291956305859
6952-OMNWB,Male,1,1,0,68,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),80.35,5589.3,0,4-6 Years,82.19558823529412,2,1,1,1,1,80.35,1,0.024891101431238336
4697-LUPSU,Male,0,1,1,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.2,34.75,0,0-1 Year,17.375,0,0,0,0,1,0.0,0,0.0
8434-VGEQQ,Male,0,1,1,61,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.55,1305.95,0,4-6 Years,21.409016393442624,0,0,1,0,1,0.0,1,0.0
4952-YSOGZ,Female,0,1,1,4,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,85.95,381.3,1,0-1 Year,95.325,2,1,0,1,1,0.0,0,0.02326934264107039
1589-AGTLK,Male,0,0,0,3,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.35,141.5,1,0-1 Year,47.16666666666666,0,1,0,0,0,0.0,0,0.0
5244-IRFIH,Male,1,1,0,33,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.5,3105.55,1,2-4 Years,94.10757575757576,3,1,0,1,1,94.5,1,0.031746031746031744
6549-YMFAW,Male,1,1,0,9,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,21.25,204.55,0,0-1 Year,22.727777777777774,0,1,0,0,1,21.25,0,0.0
4950-HKQTE,Female,0,0,0,22,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,26.25,605.9,0,1-2 Years,27.54090909090909,1,0,0,0,0,0.0,0,0.0380952380952381
6786-OBWQR,Female,0,1,1,5,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.85,356.1,0,0-1 Year,71.22,1,1,0,1,1,0.0,0,0.012368583797155226
2684-EIWEO,Female,1,0,0,30,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,0,Credit card (automatic),91.7,2758.15,1,2-4 Years,91.93833333333332,4,1,1,1,0,91.7,1,0.04362050163576881
2753-JMMCV,Male,0,0,0,65,1,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,1,Credit card (automatic),74.2,4805.65,0,4-6 Years,73.93307692307691,5,0,1,0,0,0.0,1,0.0673854447439353
6439-GTPCA,Female,0,0,0,45,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Electronic check,87.25,3941.7,1,2-4 Years,87.59333333333333,3,1,0,1,0,0.0,1,0.034383954154727794
6621-YOBKI,Male,0,0,0,5,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,92.75,0,0-1 Year,18.55,0,1,0,0,0,0.0,0,0.0
1216-JWVUX,Male,0,1,1,25,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,75.5,1901.05,0,2-4 Years,76.042,1,1,0,1,1,0.0,1,0.013245033112582781
7564-GHCVB,Female,0,1,1,72,1,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,0,Bank transfer (automatic),79.05,5730.7,0,4-6 Years,79.59305555555555,2,0,1,1,1,0.0,1,0.025300442757748263
1173-NOEYG,Female,0,1,0,27,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Bank transfer (automatic),90.15,2423.4,0,2-4 Years,89.75555555555556,3,1,1,1,1,0.0,1,0.033277870216306155
7595-EHCDL,Male,0,1,1,32,0,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,0,Credit card (automatic),50.6,1653.45,0,2-4 Years,51.6703125,3,1,1,0,1,0.0,1,0.05928853754940711
6647-ZEDXT,Female,0,0,0,30,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,0,Credit card (automatic),110.45,3327.05,0,2-4 Years,110.90166666666669,6,0,1,1,0,0.0,1,0.05432322317790855
2521-NPUZR,Male,0,1,0,70,1,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),101.0,7085.5,0,4-6 Years,101.22142857142858,5,0,1,1,1,0.0,1,0.04950495049504951
1307-TVUFB,Male,1,0,0,42,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),79.35,3344.1,0,2-4 Years,79.62142857142857,2,1,1,1,0,79.35,1,0.025204788909892882
7503-MIOGA,Female,1,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),89.85,6697.35,0,4-6 Years,93.01875,7,0,1,0,1,89.85,1,0.07790762381747357
4381-MHQDC,Female,0,0,0,47,1,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,1,Mailed check,65.0,2879.9,0,2-4 Years,61.27446808510639,4,0,0,0,0,0.0,1,0.06153846153846154
6923-JHPMP,Female,0,0,0,2,1,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,1,Electronic check,80.45,137.1,0,0-1 Year,68.55,2,1,0,1,0,0.0,0,0.02486016159105034
5138-WVKYJ,Male,0,0,0,10,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,98.55,1008.55,1,0-1 Year,100.855,4,1,0,1,0,0.0,0,0.04058853373921867
4018-PPNDW,Female,0,1,1,61,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.1,1551.6,0,4-6 Years,25.43606557377049,1,0,0,0,1,0.0,1,0.04149377593360996
1635-FJFCC,Female,0,0,0,5,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),44.05,202.15,0,0-1 Year,40.43,0,1,1,0,0,0.0,0,0.0
2499-AJYUA,Female,1,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),110.8,7882.25,0,4-6 Years,109.47569444444444,6,0,1,1,1,110.8,1,0.05415162454873646
6919-ELBGL,Male,1,1,1,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),114.95,8196.4,0,4-6 Years,113.83888888888887,7,0,1,1,1,114.95,1,0.060896041757285774
3966-HRMZA,Female,1,0,0,3,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Mailed check,75.05,202.9,0,0-1 Year,67.63333333333334,1,1,0,1,0,75.05,0,0.013324450366422385
6425-JWTDV,Male,0,1,0,48,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.25,855.1,0,2-4 Years,17.814583333333335,0,0,0,0,1,0.0,1,0.0
8405-IGQFX,Female,0,0,0,63,1,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,1,Credit card (automatic),90.05,5817.0,0,4-6 Years,92.33333333333331,3,0,1,1,0,0.0,1,0.03331482509716824
8224-IVVPA,Female,0,0,0,27,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Mailed check,56.7,1652.95,0,2-4 Years,61.220370370370375,2,1,0,0,0,0.0,1,0.03527336860670194
9477-LGWQI,Male,0,1,1,70,1,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),80.15,5600.15,0,4-6 Years,80.00214285714286,5,0,1,0,1,0.0,1,0.06238303181534622
1410-RSCMR,Male,0,1,1,7,1,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,1,Credit card (automatic),71.35,515.75,0,0-1 Year,73.67857142857143,4,1,1,0,1,0.0,0,0.056061667834618086
0139-IVFJG,Female,0,1,0,2,1,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,90.35,190.5,0,0-1 Year,95.25,3,1,0,1,1,0.0,0,0.03320420586607637
6683-VLCTZ,Male,1,0,0,20,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,98.55,1842.8,1,1-2 Years,92.14,4,1,0,1,0,98.55,0,0.04058853373921867
5730-DBDSI,Male,0,0,0,66,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.7,1253.8,0,4-6 Years,18.996969696969696,0,0,1,0,0,0.0,1,0.0
0030-FNXPP,Female,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.85,57.2,0,0-1 Year,19.066666666666663,0,1,0,0,0,0.0,0,0.0
2189-WWOEW,Female,0,0,1,15,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),85.9,1269.55,1,1-2 Years,84.63666666666667,2,1,1,1,1,0.0,0,0.02328288707799767
5684-FJVYR,Female,0,1,1,72,1,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,1,Bank transfer (automatic),90.35,6563.4,0,4-6 Years,91.15833333333332,4,0,1,1,1,0.0,1,0.04427227448810183
4013-GUXND,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.8,20.8,0,0-1 Year,20.8,0,1,0,0,0,0.0,0,0.0
1894-IGFSG,Female,0,0,0,22,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,89.25,1907.85,1,1-2 Years,86.72045454545454,2,1,0,1,0,0.0,0,0.022408963585434174
7379-POKDZ,Male,0,1,0,3,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.3,208.85,1,0-1 Year,69.61666666666666,0,1,0,1,1,0.0,0,0.0
